planet_name,host_star,discovery_method,discovery_year,orbital_period_days,planet_radius_earth,planet_mass_earth,equilibrium_temperature,star_temperature,star_radius,star_mass,distance_pc,right_ascension,declination
Kepler-506 b,Kepler-506,Transit,2016,6.88341278,2.63,,1080.0,6139.0,1.193,1.19,228.439,284.6351885,40.7198296
Kepler-506 b,Kepler-506,Transit,2016,6.8834055,2.67,,1086.0,6184.0,1.188,1.18,228.439,284.6351885,40.7198296
Kepler-506 b,Kepler-506,Transit,2016,6.8834027,2.87691,,852.0,6133.77,1.23,,228.439,284.6351885,40.7198296
Kepler-506 b,Kepler-506,Transit,2016,6.88341278,,,,6133.77,1.23303,1.16,228.439,284.6351885,40.7198296
Kepler-506 b,Kepler-506,Transit,2016,,2.644,,,6163.0,1.198,,228.439,284.6351885,40.7198296
Kepler-506 b,Kepler-506,Transit,2016,6.8834055,2.73,,,6236.0,1.19,1.19,228.439,284.6351885,40.7198296
Kepler-506 b,Kepler-506,Transit,2016,6.8834055,2.684,,,6163.0,1.193,1.156,228.439,284.6351885,40.7198296
Kepler-506 b,Kepler-506,Transit,2016,6.8834148502,,,,6133.77,1.23303,1.16,228.439,284.6351885,40.7198296
Kepler-506 b,Kepler-506,Transit,2016,6.883403,2.61,,1068.0,6145.0,1.164,1.178,228.439,284.6351885,40.7198296
Kepler-507 b,Kepler-507,Transit,2016,3.568096926,1.22,,1345.0,6036.0,1.213,1.127,391.644,297.0188074,50.409046
Kepler-507 b,Kepler-507,Transit,2016,3.568099612,,,,6008.0,1.3441,1.11,391.644,297.0188074,50.409046
Kepler-507 b,Kepler-507,Transit,2016,3.5680866929,,,,6008.0,1.3441,1.11,391.644,297.0188074,50.409046
Kepler-507 b,Kepler-507,Transit,2016,3.56808331,,,,6008.0,1.3441,1.11,391.644,297.0188074,50.409046
Kepler-507 b,Kepler-507,Transit,2016,3.568096926,1.284,,,6030.0,1.279,1.144,391.644,297.0188074,50.409046
Kepler-507 b,Kepler-507,Transit,2016,3.568099612,1.36,,1407.0,6007.0,1.334,1.107,391.644,297.0188074,50.409046
Kepler-507 b,Kepler-507,Transit,2016,,1.313,,,6030.0,1.286,,391.644,297.0188074,50.409046
Kepler-507 b,Kepler-507,Transit,2016,3.568096926,1.3,,,6113.0,1.32,1.16,391.644,297.0188074,50.409046
Kepler-507 b,Kepler-507,Transit,2016,3.568065,1.29,,1320.0,6040.0,1.18,1.156,391.644,297.0188074,50.409046
Kepler-507 b,Kepler-507,Transit,2016,3.568096926,1.284,5.69692195,,,,1.144,391.644,297.0188074,50.409046
Kepler-508 b,Kepler-508,Transit,2016,25.30889748,1.594,,,6150.0,1.194,1.071,324.618,295.4042546,42.9812789
Kepler-508 b,Kepler-508,Transit,2016,25.30889748,1.64,,,6025.0,1.25,1.16,324.618,295.4042546,42.9812789
Kepler-508 b,Kepler-508,Transit,2016,25.30893566,,,,6203.12,1.20831,1.192,324.618,295.4042546,42.9812789
Kepler-508 b,Kepler-508,Transit,2016,25.3089468314,,,,6203.12,1.20831,1.192,324.618,295.4042546,42.9812789
Kepler-508 b,Kepler-508,Transit,2016,25.30889748,2.36,,862.0,6283.0,1.768,1.269,324.618,295.4042546,42.9812789
Kepler-508 b,Kepler-508,Transit,2016,25.308897,1.57,,661.0,5981.0,1.066,1.028,324.618,295.4042546,42.9812789
Kepler-508 b,Kepler-508,Transit,2016,,1.659,,,6150.0,1.209,,324.618,295.4042546,42.9812789
Kepler-508 b,Kepler-508,Transit,2016,25.30893566,1.77,,710.0,5949.0,1.292,1.14,324.618,295.4042546,42.9812789
Kepler-509 b,Kepler-509,Transit,2016,41.74600392,2.42,,585.0,5982.0,1.185,1.076,332.443,289.664394,48.706165
Kepler-509 b,Kepler-509,Transit,2016,,2.453,,,5952.0,1.199,,332.443,289.664394,48.706165
Kepler-509 b,Kepler-509,Transit,2016,41.7460184,,,,5971.55,1.22162,1.096,332.443,289.664394,48.706165
Kepler-509 b,Kepler-509,Transit,2016,41.74600392,2.49,,,6060.0,1.2,1.1,332.443,289.664394,48.706165
Kepler-509 b,Kepler-509,Transit,2016,41.74591,2.5,,592.0,6194.0,1.14,1.08,332.443,289.664394,48.706165
Kepler-509 b,Kepler-509,Transit,2016,41.74600392,2.432,,,5952.0,1.19,1.018,332.443,289.664394,48.706165
Kepler-509 b,Kepler-509,Transit,2016,41.7460723966,,,,5971.55,1.22162,1.096,332.443,289.664394,48.706165
Kepler-509 b,Kepler-509,Transit,2016,41.74598855,,,,5971.55,1.22162,1.096,332.443,289.664394,48.706165
Kepler-509 b,Kepler-509,Transit,2016,41.74598855,2.4,,584.0,5978.0,1.171,1.034,332.443,289.664394,48.706165
Kepler-51 b,Kepler-51,Transit,2012,45.155503,7.3,,514.0,6018.0,0.94,1.04,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,,6.56,,,5674.0,0.834,,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.15530074,7.88,,523.0,6046.0,0.972,1.053,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.15405,6.83,3.5,,5674.0,0.87,0.96,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.1555023,7.05,,,5803.0,0.91,1.0,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.154,7.1,2.1,543.0,6018.0,0.94,1.04,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.1553095644,,,,5770.0,0.850059,1.03,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.15535633,7.65,,523.0,6046.0,0.972,1.053,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.156,,,,,0.972,1.05,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.1542,6.89,3.69,,5670.0,0.881,0.985,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.15530074,6.657,,,5674.0,0.82,0.929,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.15535633,,,,5770.0,0.850059,1.03,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.15396,6.83,6.7,,5674.0,0.87,0.96,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.15529288,,,,5770.0,0.850059,1.03,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.15530074,8.51,,,5921.0,1.05,1.05,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.155,8.6,2.3,,,,1.1,783.831,296.4797624,49.9376486
Kepler-51 b,Kepler-51,Transit,2012,45.155279,,6.04383,,,0.845,0.929,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.3165776,6.1,,423.0,6046.0,0.972,1.053,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.31664436,,,,5770.0,0.850059,1.03,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.3162004,6.34,,423.0,6046.0,0.972,1.053,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.3139,8.98,4.43,,5670.0,0.881,0.985,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,,5.44,,,5674.0,0.834,,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.316,6.4,3.9,,,,1.1,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.31287,5.9,,415.0,6018.0,0.94,1.04,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.3139,6.4,5.65,,5674.0,0.87,0.96,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.3162004,,,,5770.0,0.850059,1.03,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.3165776,6.75,,,5921.0,1.05,1.05,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.313,9.31,9.7,,,0.972,1.05,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.312,9.0,4.0,439.0,6018.0,0.94,1.04,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.3128662,5.71,,,5803.0,0.91,1.0,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.3166,,3.73,,,0.845,0.929,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.3165776,5.029,,,5674.0,0.82,0.929,783.831,296.4797624,49.9376486
Kepler-51 c,Kepler-51,Transit,2012,85.3147,6.4,6.09,,5674.0,0.87,0.96,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,,8.954,,,5674.0,0.834,,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.176625405,,,,5770.0,0.850059,1.03,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.17746603,10.74,,367.0,6046.0,0.972,1.053,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.1831,10.0,,361.0,6018.0,0.94,1.04,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.17746603,9.071,,,5674.0,0.82,0.929,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.194,9.7,7.6,381.0,6018.0,0.94,1.04,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.183,,,,,0.972,1.05,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.18,11.8,6.2,,,,1.1,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.182,9.32,5.6,,5674.0,0.87,0.96,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.17802962,10.44,,367.0,6046.0,0.972,1.053,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.177099,,6.79,,,0.845,0.929,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.1845,9.46,5.7,,5670.0,0.881,0.985,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.1858,9.32,6.6,,5674.0,0.87,0.96,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.17814386,,,,5770.0,0.850059,1.03,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.17746603,11.67,,,5921.0,1.05,1.05,783.831,296.4797624,49.9376486
Kepler-51 d,Kepler-51,Transit,2014,130.17802962,,,,5770.0,0.850059,1.03,783.831,296.4797624,49.9376486
Kepler-51 e,Kepler-51,Transit Timing Variations,2024,256.86,,3.8,,5674.0,0.87,0.96,783.831,296.4797624,49.9376486
Kepler-51 e,Kepler-51,Transit Timing Variations,2024,264.284,,5.4,,5674.0,0.87,0.96,783.831,296.4797624,49.9376486
Kepler-510 b,Kepler-510,Transit,2016,19.55659418,2.53,,794.0,5622.0,1.406,0.884,386.177,287.6550196,39.2441716
Kepler-510 b,Kepler-510,Transit,2016,19.55663,3.9,,995.0,6090.0,2.1,1.24,386.177,287.6550196,39.2441716
Kepler-510 b,Kepler-510,Transit,2016,19.55659485,,,,5641.07,1.53514,1.0,386.177,287.6550196,39.2441716
Kepler-510 b,Kepler-510,Transit,2016,19.55662003,,,,5641.07,1.53514,1.0,386.177,287.6550196,39.2441716
Kepler-510 b,Kepler-510,Transit,2016,19.55659418,2.617,,,5700.0,1.455,0.861,386.177,287.6550196,39.2441716
Kepler-510 b,Kepler-510,Transit,2016,19.55659418,2.617,,,,,0.861,386.177,287.6550196,39.2441716
Kepler-510 b,Kepler-510,Transit,2016,19.55662003,2.45,,797.0,5671.0,1.36,0.839,386.177,287.6550196,39.2441716
Kepler-510 b,Kepler-510,Transit,2016,19.5565343936,,,,5641.07,1.53514,1.0,386.177,287.6550196,39.2441716
Kepler-510 b,Kepler-510,Transit,2016,19.55659418,2.47,,,5746.0,1.41,0.91,386.177,287.6550196,39.2441716
Kepler-510 b,Kepler-510,Transit,2016,,2.651,,,5700.0,1.472,,386.177,287.6550196,39.2441716
Kepler-511 b,Kepler-511,Transit,2016,296.637865,6.35,,,5770.0,1.2,1.0,651.999,282.9455384,47.5749181
Kepler-511 b,Kepler-511,Transit,2016,296.637865,7.18,,322.0,5951.0,1.357,1.121,651.999,282.9455384,47.5749181
Kepler-511 b,Kepler-511,Transit,2016,296.63730555,,,,6023.54,1.62825,1.12,651.999,282.9455384,47.5749181
Kepler-511 b,Kepler-511,Transit,2016,,9.21,,,5837.0,1.726,,651.999,282.9455384,47.5749181
Kepler-511 b,Kepler-511,Transit,2016,296.6375817,7.56,,332.0,5866.0,1.417,0.958,651.999,282.9455384,47.5749181
Kepler-511 b,Kepler-511,Transit,2016,296.6375817,,,,6023.54,1.62825,1.12,651.999,282.9455384,47.5749181
Kepler-511 b,Kepler-511,Transit,2016,296.637865,8.985,,,5837.0,1.698,0.952,651.999,282.9455384,47.5749181
Kepler-511 b,Kepler-511,Transit,2016,296.6371,5.04,,270.0,5812.0,0.949,0.944,651.999,282.9455384,47.5749181
Kepler-511 c,Kepler-511,Transit,2021,26.62946276,2.94,,718.0,5951.0,1.357,1.121,651.999,282.9455384,47.5749181
Kepler-511 c,Kepler-511,Transit,2021,26.62941953,,,,6023.54,1.62825,1.12,651.999,282.9455384,47.5749181
Kepler-511 c,Kepler-511,Transit,2021,26.62941953,3.13,,742.0,5866.0,1.417,0.958,651.999,282.9455384,47.5749181
Kepler-511 c,Kepler-511,Transit,2021,26.62946276,3.68,,,5837.0,1.698,0.952,651.999,282.9455384,47.5749181
Kepler-511 c,Kepler-511,Transit,2021,26.62942,2.19,,609.0,5780.0,1.0,1.0,651.999,282.9455384,47.5749181
Kepler-511 c,Kepler-511,Transit,2021,26.6294395,,,,6023.54,1.62825,1.12,651.999,282.9455384,47.5749181
Kepler-511 c,Kepler-511,Transit,2021,26.62949944,4.20964327,,,5866.0,1.417,0.958,651.999,282.9455384,47.5749181
Kepler-512 b,Kepler-512,Transit,2016,34.43587975,2.329,,,6051.0,1.134,1.1,467.375,298.2689217,48.9167391
Kepler-512 b,Kepler-512,Transit,2016,34.43587975,1.98,,585.0,6100.0,0.963,0.952,467.375,298.2689217,48.9167391
Kepler-512 b,Kepler-512,Transit,2016,34.43596883,,,,6143.0,1.13245,1.16,467.375,298.2689217,48.9167391
Kepler-512 b,Kepler-512,Transit,2016,34.4359387,,,,6143.0,1.13245,1.16,467.375,298.2689217,48.9167391
Kepler-512 b,Kepler-512,Transit,2016,34.43576,2.3,,592.0,6125.0,1.02,1.06,467.375,298.2689217,48.9167391
Kepler-512 b,Kepler-512,Transit,2016,34.4359387,2.78,,652.0,5929.0,1.363,1.185,467.375,298.2689217,48.9167391
Kepler-512 b,Kepler-512,Transit,2016,34.43587975,2.69,,,5997.0,1.3,1.17,467.375,298.2689217,48.9167391
Kepler-512 b,Kepler-512,Transit,2016,,2.32,,,6051.0,1.137,,467.375,298.2689217,48.9167391
Kepler-512 b,Kepler-512,Transit,2016,34.4358296766,,,,6143.0,1.13245,1.16,467.375,298.2689217,48.9167391
Kepler-513 b,Kepler-513,Transit,2016,28.86236571,,,,5872.0,1.05792,1.06,468.258,285.0416235,50.0753913
Kepler-513 b,Kepler-513,Transit,2016,28.86236571,2.53,,623.0,5725.0,1.088,0.915,468.258,285.0416235,50.0753913
Kepler-513 b,Kepler-513,Transit,2016,28.86237473,,,,5872.0,1.05792,1.06,468.258,285.0416235,50.0753913
Kepler-513 b,Kepler-513,Transit,2016,28.86235584,2.2,,,5849.0,1.06,1.02,468.258,285.0416235,50.0753913
Kepler-513 b,Kepler-513,Transit,2016,,2.541,,,5748.0,1.092,,468.258,285.0416235,50.0753913
Kepler-513 b,Kepler-513,Transit,2016,28.86235584,2.19,,639.0,6084.0,1.04,0.987,468.258,285.0416235,50.0753913
Kepler-513 b,Kepler-513,Transit,2016,28.86231,2.4,,644.0,6089.0,1.07,1.04,468.258,285.0416235,50.0753913
Kepler-513 b,Kepler-513,Transit,2016,28.8623772057,,,,5872.0,1.05792,1.06,468.258,285.0416235,50.0753913
Kepler-513 b,Kepler-513,Transit,2016,28.86235584,2.274,,,5748.0,1.079,0.9,468.258,285.0416235,50.0753913
Kepler-514 b,Kepler-514,Transit,2016,5.65179605,1.49,,1233.0,6292.0,1.267,1.098,455.336,286.2471739,50.2423694
Kepler-514 b,Kepler-514,Transit,2016,5.6518170559,,,,5998.99,1.38938,1.11,455.336,286.2471739,50.2423694
Kepler-514 b,Kepler-514,Transit,2016,5.65178735,,,,5998.99,1.38938,1.11,455.336,286.2471739,50.2423694
Kepler-514 b,Kepler-514,Transit,2016,5.65178922,,,,5998.99,1.38938,1.11,455.336,286.2471739,50.2423694
Kepler-514 b,Kepler-514,Transit,2016,5.65179605,1.554,,,6155.0,1.323,1.176,455.336,286.2471739,50.2423694
Kepler-514 b,Kepler-514,Transit,2016,5.65178922,2.03,,1248.0,6085.0,1.463,1.29,455.336,286.2471739,50.2423694
Kepler-514 b,Kepler-514,Transit,2016,,1.859,,,6155.0,1.34,,455.336,286.2471739,50.2423694
Kepler-514 b,Kepler-514,Transit,2016,5.65179605,1.72,,,6106.0,1.44,1.28,455.336,286.2471739,50.2423694
Kepler-514 b,Kepler-514,Transit,2016,5.651838,1.65,,1230.0,6282.0,1.28,1.13,455.336,286.2471739,50.2423694
Kepler-515 b,Kepler-515,Transit,2016,19.96364808,,,,,,,,290.493913,52.055611
Kepler-515 b,Kepler-515,Transit,2016,19.96371318,1.75,,671.0,5780.0,1.0,1.0,,290.493913,52.055611
Kepler-515 b,Kepler-515,Transit,2016,19.9636689012,,,,,,,,290.493913,52.055611
Kepler-515 b,Kepler-515,Transit,2016,19.96371318,1.46,,,5293.0,0.83,0.9,,290.493913,52.055611
Kepler-515 b,Kepler-515,Transit,2016,19.96367208,,,,,,,,290.493913,52.055611
Kepler-515 b,Kepler-515,Transit,2016,19.96359,1.43,,672.0,5780.0,1.0,1.0,,290.493913,52.055611
Kepler-515 b,Kepler-515,Transit,2016,19.96367208,1.5,,564.0,5250.0,0.79,0.79,,290.493913,52.055611
Kepler-516 b,Kepler-516,Transit,2016,24.85462415,4.97,,933.0,6956.0,1.744,1.451,687.094,295.6087625,38.7357368
Kepler-516 b,Kepler-516,Transit,2016,24.8546305555,,,,6731.0,1.84354,1.43,687.094,295.6087625,38.7357368
Kepler-516 b,Kepler-516,Transit,2016,24.85466504,,,,6731.0,1.84354,1.43,687.094,295.6087625,38.7357368
Kepler-516 b,Kepler-516,Transit,2016,24.854687,4.8,,908.0,6954.0,1.64,1.41,687.094,295.6087625,38.7357368
Kepler-516 b,Kepler-516,Transit,2016,,5.471,,,6954.0,1.816,,687.094,295.6087625,38.7357368
Kepler-516 b,Kepler-516,Transit,2016,24.85466504,7.61,,1095.0,6967.0,2.527,1.7,687.094,295.6087625,38.7357368
Kepler-516 b,Kepler-516,Transit,2016,24.85462415,5.74,,,7099.0,2.02,1.62,687.094,295.6087625,38.7357368
Kepler-517 b,Kepler-517,Transit,2016,60.92832271,2.727,,,5563.0,1.009,0.847,289.907,293.6755138,41.2952061
Kepler-517 b,Kepler-517,Transit,2016,60.92832947,,,,5604.05,1.0384,0.991,289.907,293.6755138,41.2952061
Kepler-517 b,Kepler-517,Transit,2016,60.92818866,,,,5604.05,1.0384,0.991,289.907,293.6755138,41.2952061
Kepler-517 b,Kepler-517,Transit,2016,60.92832271,2.87,,474.0,5598.0,1.063,0.857,289.907,293.6755138,41.2952061
Kepler-517 b,Kepler-517,Transit,2016,,2.759,,,5563.0,1.015,,289.907,293.6755138,41.2952061
Kepler-517 b,Kepler-517,Transit,2016,60.92818866,2.78,,467.0,5638.0,1.023,0.871,289.907,293.6755138,41.2952061
Kepler-517 b,Kepler-517,Transit,2016,60.9282889843,,,,5604.05,1.0384,0.991,289.907,293.6755138,41.2952061
Kepler-517 b,Kepler-517,Transit,2016,60.92832271,2.67,,,5690.0,0.98,0.95,289.907,293.6755138,41.2952061
Kepler-517 b,Kepler-517,Transit,2016,60.9292,3.12,,462.0,5598.0,1.03,0.913,289.907,293.6755138,41.2952061
Kepler-518 b,Kepler-518,Transit,2016,8.512035877,4.38,,1252.0,6164.0,1.825,1.173,337.901,287.090019,41.3737576
Kepler-518 b,Kepler-518,Transit,2016,8.512035877,2.11,,,5842.0,0.88,0.96,337.901,287.090019,41.3737576
Kepler-518 b,Kepler-518,Transit,2016,8.51203687,,,,5953.0,0.897786,1.09,337.901,287.090019,41.3737576
Kepler-518 b,Kepler-518,Transit,2016,8.5120478569,,,,5953.0,0.897786,1.09,337.901,287.090019,41.3737576
Kepler-518 b,Kepler-518,Transit,2016,,2.252,,,5802.0,0.927,,337.901,287.090019,41.3737576
Kepler-518 b,Kepler-518,Transit,2016,8.51205,5.1,,1260.0,6150.0,1.85,1.19,337.901,287.090019,41.3737576
Kepler-518 b,Kepler-518,Transit,2016,8.512037736,,,,5953.0,0.897786,1.09,337.901,287.090019,41.3737576
Kepler-518 b,Kepler-518,Transit,2016,8.512037736,2.14,,839.0,5767.0,0.881,0.979,337.901,287.090019,41.3737576
Kepler-518 b,Kepler-518,Transit,2016,8.512035877,2.214,,,5802.0,0.922,0.94,337.901,287.090019,41.3737576
Kepler-519 b,Kepler-519,Transit,2016,24.3079383281,,,,5272.08,0.815371,0.904,246.61,299.3196708,41.3847447
Kepler-519 b,Kepler-519,Transit,2016,24.30784323,2.14,,532.0,5313.0,0.82,0.913,246.61,299.3196708,41.3847447
Kepler-519 b,Kepler-519,Transit,2016,24.3078946,2.133,,,5347.0,0.823,0.912,246.61,299.3196708,41.3847447
Kepler-519 b,Kepler-519,Transit,2016,24.30784323,,,,5272.08,0.815371,0.904,246.61,299.3196708,41.3847447
Kepler-519 b,Kepler-519,Transit,2016,24.3078946,2.1,,,5260.0,0.8,0.89,246.61,299.3196708,41.3847447
Kepler-519 b,Kepler-519,Transit,2016,24.3078946,2.11,,535.0,5377.0,0.814,0.921,246.61,299.3196708,41.3847447
Kepler-519 b,Kepler-519,Transit,2016,,2.163,,,5347.0,0.829,,246.61,299.3196708,41.3847447
Kepler-519 b,Kepler-519,Transit,2016,24.307983,2.29,,555.0,5407.0,0.871,0.937,246.61,299.3196708,41.3847447
Kepler-519 b,Kepler-519,Transit,2016,24.30788504,,,,5272.08,0.815371,0.904,246.61,299.3196708,41.3847447
Kepler-52 b,Kepler-52,Transit,2012,7.877356,2.21,,541.0,4222.0,0.548,0.577,321.542,286.7380152,49.9757383
Kepler-52 b,Kepler-52,Transit,2012,7.87740709,2.33,,500.0,3898.0,0.54,0.56,321.542,286.7380152,49.9757383
Kepler-52 b,Kepler-52,Transit,2012,7.8773565,2.1,135.0,,4075.0,0.52,0.54,321.542,286.7380152,49.9757383
Kepler-52 b,Kepler-52,Transit,2012,7.87742645,,,,4116.0,0.675624,0.64,321.542,286.7380152,49.9757383
Kepler-52 b,Kepler-52,Transit,2012,7.88,2.29,,,,,,321.542,286.7380152,49.9757383
Kepler-52 b,Kepler-52,Transit,2012,7.87761021,1.93,,499.0,3898.0,0.54,0.56,321.542,286.7380152,49.9757383
Kepler-52 b,Kepler-52,Transit,2012,,2.516,,,4127.0,0.623,0.66,321.542,286.7380152,49.9757383
Kepler-52 b,Kepler-52,Transit,2012,,2.176,,,4127.0,0.621,,321.542,286.7380152,49.9757383
Kepler-52 b,Kepler-52,Transit,2012,7.8774163,2.16,,553.0,4126.0,0.615,0.633,321.542,286.7380152,49.9757383
Kepler-52 b,Kepler-52,Transit,2012,7.8774163,,,,4116.0,0.675624,0.64,321.542,286.7380152,49.9757383
Kepler-52 b,Kepler-52,Transit,2012,7.87740709,2.7,,,4242.0,0.63,0.66,321.542,286.7380152,49.9757383
Kepler-52 b,Kepler-52,Transit,2012,7.877416,,6.27,,,0.621,0.633,321.542,286.7380152,49.9757383
Kepler-52 b,Kepler-52,Transit,2012,7.877,2.52,79.6,,,0.623,0.66,321.542,286.7380152,49.9757383
Kepler-52 b,Kepler-52,Transit,2012,7.88,2.4,,,4163.9,0.63,0.624,321.542,286.7380152,49.9757383
Kepler-52 c,Kepler-52,Transit,2012,16.38522911,1.69,,390.0,3898.0,0.54,0.56,321.542,286.7380152,49.9757383
Kepler-52 c,Kepler-52,Transit,2012,16.38481298,1.9,,,4116.0,0.675624,0.64,321.542,286.7380152,49.9757383
Kepler-52 c,Kepler-52,Transit,2012,16.385,2.2,62.9,,,0.623,0.66,321.542,286.7380152,49.9757383
Kepler-52 c,Kepler-52,Transit,2012,16.38485646,2.14,,,4242.0,0.63,0.66,321.542,286.7380152,49.9757383
